                  tag                   | count 
 #Pfizer                                |    16
 #UKlockdown                            |    16
 #Avengers                              |    15
 #China                                 |    15
 #CoronaVac                             |    15
 #cosplay                               |    15
 #election                              |    15
 #hospital                              |    15
 #london                                |    15
 #Marvel                                |    15
 #mask                                  |    15
 #PeterParker                           |    15
 #SnteSalud                             |    15
 #SpiderMan                             |    15
 #Spidey                                |    15
 #superhero                             |    15
 #usa                                   |    15
 #Vaccin                                |    15
 #vaksincorona                          |    15
 #CoronavirusIndia                      |    14
 #CoronavirusSicilia                    |    14
 #homeschooling                         |    14
 #Israel                                |    14
 #love                                  |    14
 #MaskUp                                |    14
 #socialdistancing                      |    14
 #USA                                   |    14
 #viral                                 |    14
 #wednesdaythought                      |    14
 #acasa                                 |    13
 #Bitcoin                               |    13
 #Coronavirusvaccine                    |    13
 #covid19tests                          |    13
 #COVID2019                             |    13
 #Cyprus                                |    13
 #DL                                    |    13
 #HAPPYNEWYEAR                          |    13
 #inetti                                |    13
 #NHS                                   |    13
 #Noticias                              |    13
 #politics                              |    13
 #SARS_CoV_2                            |    13
 #stayhome                              |    13
 #UK                                    |    13
 #uspoli                                |    13
 #vaccin                                |    13
 #beef                                  |    12
 #burbank                               |    12
 #CapitolRiots                          |    12
 #covid19cyprus                         |    12
 #Cypruscoronavirus                     |    12
 #pazar                                 |    12
 #StaySafe                              |    12
 #tuesdayvibe                           |    12
 #uk                                    |    12
 #2021year                              |    11
 #art                                   |    11
 #BREAKING                              |    11
 #CoronavirusPandemic                   |    11
 #coronavirustests                      |    11
 #Covaxin                               |    11
 #COVID19de                             |    11
 #COVID19India                          |    11
 #ForaBolsonaroGenocida                 |    11
 #HappyNewYear                          |    11
 #health                                |    11
 #Información                           |    11
 #memes                                 |    11
 #Qatar                                 |    11
 #Satgascovid19                         |    11
 #schoolclosures                        |    11
 #tinhornflats                          |    11
 #tinhornflatsburbank                   |    11
 #URGENTE                               |    11
 #vaccines                              |    11
 #vaccino                               |    11
 #VacinaJa                              |    11
 #WashingtonDC                          |    11
 #Welcome2021                           |    11
 #1ocak2021                             |    10
 #2021NewYear                           |    10
 #BolsonaroGenocida                     |    10
 #Bye2020                               |    10
 #CoronavirusOutbreak                   |    10
 #CoronavirusUSA                        |    10
 #COVID19RDC                            |    10
 #Cyprusfacemasks                       |    10
 #donaldtrump                           |    10
 #Fantastico                            |    10
 #GoodBye2020                           |    10
 #InformaSUS                            |    10
 #Ireland                               |    10
 #Jakarta                               |    10
 #LaMatanza                             |    10
 #lockdown3                             |    10
 #Mizoram                               |    10
 #NewYork                               |    10
 #photography                           |    10
 #raveparty                             |    10
 #salud                                 |    10
 #SARSCoV2                              |    10
 #Trending                              |    10
 #tv                                    |    10
 #VaccineStrategy                       |    10
 #vacuna                                |    10
 #VacunaCOVID19                         |    10
 #6gennaio                              |     9
 #AprendeEnCasa                         |     9
 #AstraZeneca                           |     9
 #brasil                                |     9
 #business                              |     9
 #cloroquina                            |     9
 #COVIDIOT                              |     9
 #fiqueemcasa                           |     9
 #France                                |     9
 #healthcare                            |     9
 #Hello2021                             |     9
 #Impfen                                |     9
 #Iran                                  |     9
 #italy                                 |     9
 #maga                                  |     9
 #Malaysia                              |     9
 #mondaythoughts                        |     9
 #morningcommute                        |     9
 #RDC                                   |     9
 #Recife                                |     9
 #ReyesMagos                            |     9
 #SaferAtHome                           |     9
 #TahunBaru                             |     9
 #tahunbaru2021                         |     9
 #world                                 |     9
 #新冠病毒                              |     9
 #新冠肺炎                              |     9
 #新型コロナウイルス                    |     9
 #1Enero                                |     8
 #america                               |     8
 #Arcuri                                |     8
 #B117                                  |     8
 #backtowork                            |     8
 #besiktasinmacivar                     |     8
 #Biden                                 |     8
 #Bihar                                 |     8
 #blacklivesmatter                      |     8
 #BlackLivesMatter                      |     8
 #blm                                   |     8
 #boletim                               |     8
 #Bolsonaro                             |     8
 #coronavirusitalianews                 |     8
 #covid_19italia                        |     8
 #covid19italy                          |     8
 #Covid19Vaccine                        |     8
 #COVID19Vic                            |     8
 #cuarentena                            |     8
 #CuidateDelCovid19                     |     8
 #DefendaoSUS                           |     8
 #Delhi                                 |     8
 #dica                                  |     8
 #dışarıçıkma                           |     8
 #DonaldTrump                           |     8
 #election2020                          |     8
 #Empresarial                           |     8
 #Epifania                              |     8
 #estudio                               |     8
 #fakenews                              |     8
 #Governo                               |     8
 #günaydın                              |     8
 #happynewyear                          |     8
 #izmir                                 |     8
 #January2021                           |     8
 #jurídico                              |     8
 #JURISCONSULTA                         |     8
 #kuwait                                |     8
 #LEGALPYME                             |     8
 #lka                                   |     8
 #maskenitak                            |     8
 #Moderna                               |     8
 #music                                 |     8
 #NarendraModi                          |     8
 #nature                                |     8
 #Oman                                  |     8
 #Pakistan                              |     8
 #Pandemia                              |     8
 #Pandemie                              |     8
 #Patna                                 |     8
 #PfizerVaccine                         |     8
 #Puducherry                            |     8
 #Puebla                                |     8
 #saudi                                 |     8
 #SaudiArabia                           |     8
 #Sinovac                               |     8
 #sp                                    |     8
 #stayathome                            |     8
 #TamilNadu                             |     8
 #tere                                  |     8
 #teresopolis                           |     8
 #teresopolisrj                         |     8
 #ThePenthouse                          |     8
 #tier4                                 |     8
 #truestory                             |     8
 #TrumpTapes                            |     8
 #uae                                   |     8
 #vote                                  |     8
 #緊急事態宣言                          |     8
 #에이티즈                              |     7
 #America                               |     7
 #ATENCIÓN                              |     7
 #BAEKHYUNBeyondLIVE                    |     7
 #bidenharris2020                       |     7
 #Bogotá                                |     7
 #bolsonaro                             |     7
 #coronadebat                           |     7
 #coronavaccin                          |     7
 #CoronaVirusDE                         |     7
 #coronavirusindia                      |     7
 #CoronaVirusUpdate                     |     7
 #CoronavirusVaccine                    |     7
 #COVID2019italia                       |     7
 #COVIDFest                             |     7
 #Covishield                            |     7
 #dahodcity                             |     7
 #dtvnewsdahod                          |     7
 #evdekal                               |     7
 #family                                |     7
 #Feliz2021                             |     7
 #Florida                               |     7
 #follow                                |     7
 #fridaymorning                         |     7
 #gujaratinews                          |     7
 #ImpeachmentDeBolsonaroUrgente         |     7
 #Italien                               |     7
 #like                                  |     7
 #Lockdown                              |     7
 #moderna                               |     7
 #mutasyon                              |     7
 #nhs                                   |     7
 #noticias                              |     7
 #Nutansaurashtra                       |     7
 #onpoli                                |     7
 #rain                                  |     7
 #rajkotnews                            |     7
 #Salud                                 |     7
 #stayhomestaysafe                      |     7
 #stimulus                              |     7
 #SundayMorning                         |     7
 #Tamaulipas                            |     7
 #Telangana                             |     7
 #todaysnews                            |     7
 #travel                                |     7
 #tuesdaymotivations                    |     7
 #UFSCar                                |     7
 #vaccineren                            |     7
 #vaccins                               |     7
 #Vaksin                                |     7
 #Weathercloud                          |     7
 #WhatsApp                              |     7
 #ગુજરાતીસમાચાર                          |     7
 #તાજાસમાચાર                            |     7
 #નૂતનસૌરાષ્ટ્ર                            |     7
 #શ્રીનૂતનસૌરાષ્ટ્ર                         |     7
 #2021goals                             |     6
 #2021makeawish                         |     6
 #74milamorti                           |     6
 #AHORA                                 |     6
 #bachelorlife                          |     6
 #BharatBiotech                         |     6
 #bitcoin                               |     6
 #books                                 |     6
 #Brexit                                |     6
 #canada                                |     6
 #Canada                                |     6
 #canpoli                               |     6
 #capitol                               |     6
 #Chile                                 |     6
 #chinavirus                            |     6
 #confinement                           |     6
 #coronamaatregelen                     |     6
 #CoronaWarriors                        |     6
 #COVID19Ontario                        |     6
 #Covidiotas                            |     6
 #Covidioten                            |     6
 #CovidVic                              |     6
 #Crypto                                |     6
 #CuidarteEsCuidarnos                   |     6
 #cyril                                 |     6
 #dangote                               |     6
 #Dubai                                 |     6
 #España                                |     6
 #evdekaltürkiye                        |     6
 #familia                               |     6
 #FelizDomingo                          |     6
 #fireworks                             |     6
 #Gujarat                               |     6
 #Happy2021                             |     6
 #homeoffice                            |     6
 #Impfstoff                             |     6
 #italia                                |     6
 #january                               |     6
 #japan                                 |     6
 #jazztvshow                            |     6
 #koronavirus                           |     6
 #Lebanon                               |     6
 #lockdown2021                          |     6
 #meme                                  |     6
 #Milan                                 |     6
 #MilanJuventus                         |     6
 #Modi                                  |     6
 #ModiHaiToMumkinHai                    |     6
 #nfl                                   |     6
 #nieve                                 |     6
 #OasisMagazineCol                      |     6
 #photojournalism                       |     6
 #picemiyeti                            |     6
 #pil                                   |     6
 #poetry                                |     6
 #PowerGhost                            |     6
 #QuarantineLife                        |     6
 #republican                            |     6
 #restaurants                           |     6
 #RiodeJaneiro                          |     6
 #RIP                                   |     6
 #Signal                                |     6
 #snowpose                              |     6
 #SocialDistancing                      |     6
 #sonyaz                                |     6
 #streetphotography                     |     6
 #SundayMotivation                      |     6
 #Survivor                              |     6
 #TrumpIsACompleteFailure               |     6
 #UAE                                   |     6
 #ukraine                               |     6
 #vaccinated                            |     6
 #vaccinatiestrategie                   |     6
 #WHO                                   |     6
 #winter                                |     6
 #карантин                              |     6
 #коронавірус                           |     6
 #новини                                |     6
 #україна                               |     6
 #2021de                                |     5
 #3Enero                                |     5
 #ahaber                                |     5
 #Alerta                                |     5
 #alonetogether                         |     5
 #American                              |     5
 #aot136spoilers                        |     5
 #asia                                  |     5
 #atlanta                               |     5
 #BAEKHYUN1stConcert                    |     5
 #Bangladesh                            |     5
 #Bewegungsradius                       |     5
 #BidenHarris                           |     5
 #BidenHarris2020                       |     5
 #BLACKPINK                             |     5
 #Brazil                                |     5
 #breakingnews                          |     5
 #brexit                                |     5
 #California                            |     5
 #Canarias                              |     5
 #candid                                |     5
 #capitolbuilding                       |     5
 #CapitolBuilding                       |     5
 #Cartagena                             |     5
 #Castex18h                             |     5
 #CdMadero                              |     5
 #Christmas                             |     5
 #conservative                          |     5
 #coronavirusaustralia                  |     5
 #coronavirusupdate                     |     5
 #COVID_19                              |     5
 #Covid19InSA                           |     5
 #COVID19italia                         |     5
 #covid19ĺockdown                       |     5
 #COVID19Tamilnadu                      |     5
 #covid19uk                             |     5
 #covid19vaccine                        |     5
 #covidireland                          |     5
 #covidvaccine                          |     5
 #Cronaca                               |     5
 #Cuarentena                            |     5
 #CuarentenaEstricta                    |     5
 #cucitanganpakaisabun                  |     5
 #cuidate                               |     5
 #democrat                              |     5
 #dolar                                 |     5
 #empleo                                |     5
 #EstoNoEsUnJuego                       |     5
 #fakebusters                           |     5
 #FelizDomingoATodos                    |     5
 #FelizMartesATodos                     |     5
 #Fenerbahce                            |     5
 #FiqueEmCasa                           |     5
 #foryoupage                            |     5
 #frontlineworkers                      |     5
 #Fujifilm                              |     5
 #fun                                   |     5
 #funny                                 |     5
 #GodMorningSunday                      |     5
 #GOP                                   |     5
 #government                            |     5
 #GranCanaria                           |     5
 #GreenwichVillage                      |     5
 #Health                                |     5
 #history                               |     5
 #immunity                              |     5
 #info                                  |     5
 #inmobiliario                          |     5
 #instagram                             |     5
 #islascanarias                         |     5
 #january6th                            |     5
 #jiminyouareperfect                    |     5
 #JulianAssange                         |     5
 #Juventus                              |     5
 #ldnont                                |     5
 #lifestyle                             |     5
 #lockdownverlaengerung                 |     5
 #MadhyaPradesh                         |     5
 #maspalomas                            |     5
 #memur                                 |     5
 #millipiyango                          |     5
 #money                                 |     5
 #mumbai                                |     5
 #new                                   |     5
 #NoLoTiresPorLaBorda                   |     5
 #NOTICIAS                              |     5
 #NoticiasSinControl                    |     5
 #nuevacepa                             |     5
 #nurses                                |     5
 #Odisha                                |     5
 #OnePiece1000                          |     5
 #pfizer                                |     5
 #quarantinelife                        |     5
 #Quilmes                               |     5
 #reading                               |     5
 #rj1                                   |     5
 #rjtv                                  |     5
 #sedition                              |     5
 #snow                                  |     5
 #sport                                 |     5
 #SriLanka                              |     5
 #StimulusCheck                         |     5
 #SundayFunday                          |     5
 #Sustainability                        |     5
 #Tamil                                 |     5
 #Tampico                               |     5
 #threats                               |     5
 #trabajo                               |     5
 #trending                              |     5
 #TrumpBanned                           |     5
 #TrumpIsANationalDisgrace              |     5
 #Twitter                               |     5
 #tzvip                                 |     5
 #ÚLTIMAHORA                            |     5
 #UnitedStates                          |     5
 #University                            |     5
 #US                                    |     5
 #UsaMascarilla                         |     5
 #Uttarakhand                           |     5
 #vaccinatie                            |     5
 #Veran                                 |     5
 #WestVillage                           |     5
 #winmetawin                            |     5
 #YoSíCumplo                            |     5
 #ZeroCovid                             |     5
 #المصالحة_القطرية_السعودية             |     5
 #لبنان                                 |     5
 #कोरोना_वैक्सीन                          |     5
 #जयपालसिंहमुंडा_जयंति                      |     5
 #크래비티                              |     4
 #트와이스                              |     4
 #정인아_미안해                         |     4
 #배켜니_라잇콘_1열                     |     4
 #2020Wrapped                           |     4
 #ABD                                   |     4
 #Accidente                             |     4
 #actors                                |     4
 #amargosa                              |     4
 #AnoNuevo                              |     4
 #artwork                               |     4
 #astroloji                             |     4
 #Australia                             |     4
 #ayuda                                 |     4
 #BAEKHYUNLIGHT                         |     4
 #BalajiMurugaDoss                      |     4
 #bctrucking                            |     4
 #Blanquer                              |     4
 #blog                                  |     4
 #BMC                                   |     4
 #Bogazici                              |     4
 #bogaziciuniversitesi                  |     4
 #BogaziciUniversity                    |     4
 #Bollywood                             |     4
 #Bolsonaro171                          |     4
 #BOLSONAROCORRUPTODOANO                |     4
 #bomdia                                |     4
 #brand                                 |     4
 #BreakingNews                          |     4
 #brunocovas                            |     4
 #bussltchallenge                       |     4
 #canadarecovery                        |     4
 #CapitalHill                           |     4
 #CapitolHill                           |     4
 #carsamba                              |     4
 #Casualty                              |     4
 #CHEQUES                               |     4
 #china                                 |     4
 #ChinaVirus                            |     4
 #clapforheroes                         |     4
 #climatechange                         |     4
 #college                               |     4
 #congress                              |     4
 #CoronaUpdatesInIndia                  |     4
 #coronavac                             |     4
 #coronavirus2020                       |     4
 #coronavirusRD                         |     4
 #CoupAttempt                           |     4
 #CouvreFeu18h                          |     4
 #COVID19nsw                            |     4
 #covidbusiness                         |     4
 #COVIDVaccination                      |     4
 #covidvax                              |     4
 #cukur                                 |     4
 #delhi                                 |     4
 #democrats                             |     4
 #DEUDAS                                |     4
 #DreamHigh10thAnniversary              |     4
 #drinklocal                            |     4
 #ecole                                 |     4
 #education                             |     4
 #Election2020                          |     4
 #Elmejorregaloescuidarnos              |     4
 #England                               |     4
 #esraerol                              |     4
 #EstadosUnidos                         |     4
 #Europe                                |     4
 #FAUG                                  |     4
 #FelizAnoNuevo                         |     4
 #filmproduction                        |     4
 #Filomena                              |     4
 #FoQElReencuentro                      |     4
 #foryou                                |     4
 #france                                |     4
 #frohesneuesjahr                       |     4
 #FujiXT3                               |     4
 #Georgia                               |     4
 #giving                                |     4
 #givingtuesday                         |     4
 #goodmorning                           |     4
 #guenaydin                             |     4
 #GutenMorgen                           |     4
 #HandsFaceSpace                        |     4
 #healthy                               |     4
 #HerdImmunity                          |     4
 #HIV                                   |     4
 #hospitality                           |     4
 #humor                                 |     4
 #IBDM                                  |     4
 #informasus                            |     4
 #instagood                             |     4
 #interview                             |     4
 #Italia                                |     4
 #Italy                                 |     4
 #Jaebeom                               |     4
 #jagajarakhindarikerumunan             |     4
 #JornalNacional                        |     4
 #Kerala                                |     4
 #kookmin                               |     4
 #lacounty                              |     4
 #law                                   |     4
 #lebanon                               |     4
 #Lorca                                 |     4
 #lycee                                 |     4
 #Manciolandia                          |     4
 #MascaraSalva                          |     4
 #Master                                |     4
 #media                                 |     4
 #medicine                              |     4
 #melekipekicinadalet                   |     4
 #memecredi                             |     4
 #mertgüler                             |     4
 #MesutOzil                             |     4
 #Misiones                              |     4
 #mulund                                |     4
 #Muzaffarpur                           |     4
 #Nagaland                              |     4
 #narendramodi                          |     4
 #newbeginnings                         |     4
 #newnormal                             |     4
 #NewWorldOrder                         |     4
 #nitrile                               |     4
 #nurse                                 |     4
 #NurseTwitter                          |     4
 #NYC                                   |     4
 #NYE2020                               |     4
 #officeviewsofinstagram                |     4
 #ontpoli                               |     4
 #OxfordVaccine                         |     4
 #Pagares                               |     4
 #PakvsNz                               |     4
 #press                                 |     4
 #ProtokolKesehatan                     |     4
 #publichealth                          |     4
 #PutSouthAfricanFirst                  |     4
 #Quarentena                            |     4
 #quotes                                |     4
 #recovery                              |     4
 #ReinoUnido                            |     4
 #RenunciaBolsonaro                     |     4
 #retail                                |     4
 #RodPhillips                           |     4
 #RohithSharma                          |     4
 #rosmello                              |     4
 #RT                                    |     4
 #sanidad                               |     4
 #Sanidad                               |     4
 #SantiagoDelEstero                     |     4
 #sarscov2                              |     4
 #saudemental                           |     4
 #SaveLives                             |     4
 #Science                               |     4
 #scuola                                |     4
 #scuole                                |     4
 #Sheffield                             |     4
 #shortstory                            |     4
 #SouthAfrica                           |     4
 #SputnikV                              |     4
 #Sucesión                              |     4
 #sunday                                |     4
 #SundayThoughts                        |     4
 #supportthearts                        |     4
 #Survivor2021                          |     4
 #sustainme                             |     4
 #svpol                                 |     4
 #tarot                                 |     4
 #temblorgt                             |     4
 #tier5                                 |     4
 #Tokyo                                 |     4
 #ToqueDeQueda                          |     4
 #travelphotography                     |     4
 #TrumpIsACriminal                      |     4
 #TrumpRally                            |     4
 #university                            |     4
 #vaccincovid                           |     4
 #vaccincovid19                         |     4
 #VaccinoAntiCovid                      |     4
 #vacinacão                             |     4
 #Venezuela                             |     4
 #vuurwerkverbod                        |     4
 #Washington                            |     4
 #WashYourHands                         |     4
 #WatsAPPsiliyoruz                      |     4
 #willkommen2021                        |     4
 #work                                  |     4
 #Wuhan                                 |     4
 #YoMeVacuno                            |     4
 #YouTuber                              |     4
 #zwolle                                |     4
 #मोदी_है_तो_मुमकिन_है                     |     4
 #방탄소년단                            |     3
 #방탄소년단진                          |     3
 #재범아_생일축하해_앞으로도_행복합시다 |     3
 #09જાન્યુઆરી2021નાસમાચાર                 |     3
 #5gennaio                              |     3
 #8horas                                |     3
 #AbdYanıyor                            |     3
 #Adana                                 |     3
 #adios2020                             |     3
 #ALEYNACAKIR                           |     3
 #AleynaCakır                           |     3
 #Altamira                              |     3
 #Amazonas                              |     3
 #andalucia                             |     3
 #Andalucía                             |     3
 #AndhraPradesh                         |     3
 #anklets                               |     3
 #año2021                               |     3
 #anonovo                               |     3
 #añonuevo                              |     3
 #anonuevo2021                          |     3
 #antimasker                            |     3
 #Argentina                             |     3
 #Arizona                               |     3
 #artist                                |     3
 #aşı                                   |     3
 #Aurangabad                            |     3
 #AzzolinaOut                           |     3
 #backtoschool                          |     3
 #BCCI                                  |     3
 #beautiful                             |     3
 #BEEF                                  |     3
 #Begusarai                             |     3
 #biakicis                              |     3
 #bigbrother                            |     3
 #biontech                              |     3
 #BlanquerMent                          |     3
 #BOGOTÁ                                |     3
 #Bomdia                                |     3
 #bonneannee2021                        |     3
 #borishasfailedtheuk                   |     3
 #BrexitReality                         |     3
 #BTS_HLA2021                           |     3
 #butantan                              |     3
 #Butantan                              |     3
 #ByeByeTrump                           |     3
 #california                            |     3
 #Campania                              |     3
 #cancer                                |     3
 #Castex                                |     3
 #ceweksange                            |     3
 #Chennai                               |     3
 #children                              |     3
 #Children                              |     3
 #CHPdeSessizlik                        |     3
 #Christmas2020                         |     3
 #church                                |     3
 #ChuvaRJ                               |     3
 #citylife                              |     3
 #colombia                              |     3
 #Colombia                              |     3
 #comedy                                |     3
 #communism                             |     3
 #community                             |     3
 #confinement3                          |     3
 #confiner                              |     3
 #CoronaInfoCH                          |     3
 #Coronavirus                           |     3
 #coronavirusitalIa                     |     3
 #covaxin                               |     3
 #COVID19AB                             |     3
 #COVID19at                             |     3
 #COVID19SL                             |     3
 #COVID19vaccine                        |     3
 #covid2021                             |     3
 #covidnsw                              |     3
 #CovidUK                               |     3
 #covidvacccine                         |     3
 #CoWIN                                 |     3
 #cyrilramaphosa                        |     3
 #Dakar2021                             |     3
 #DCProtests                            |     3
 #defendaosus                           |     3
 #democrazia                            |     3
 #dental                                |     3
 #dentist                               |     3
 #desinfeccion                          |     3
 #Doctor                                |     3
 #Documentary                           |     3
 #documentaryphotography                |     3
 #dogecoin                              |     3
 #Domingo                               |     3
 #doria                                 |     3
 #DowningStreetBriefing                 |     3
 #DryRun                                |     3
 #DuhamelGate                           |     3
 #earthquake                            |     3
 #easternvisayas                        |     3
 #ebay                                  |     3
 #Ecuador                               |     3
 #EHoraDeDarTchauLgbtq                  |     3
 #elections                             |     3
 #enero                                 |     3
 #EnVivo                                |     3
 #españa                                |     3
 #Europa                                |     3
 #EuropeanUnion                         |     3
 #EvdeKal                               |     3
 #exams2021                             |     3
 #facemask                              |     3
 #FactoryFarming                        |     3
 #facts                                 |     3
 #fail                                  |     3
 #fashion                               |     3
 #fashionable                           |     3
 #fashionphotography                    |     3
 #follo4folloback                       |     3
 #FoxNews                               |     3
 #free                                  |     3
 #FreeAssange                           |     3
 #freedom                               |     3
 #FridayFeeling                         |     3
 #fyp                                   |     3
 #georgia                               |     3
 #God                                   |     3
 #goldenretriever                       |     3
 #goodmorningfriends                    |     3
 #GoodMorningTwitterWorld               |     3
 #GoodMorningWorld                      |     3
 #goodvibes                             |     3
 #GOPBetrayedAmerica                    |     3
 #GOPSeditiousTraitors                  |     3
 #gratitude                             |     3
 #gualtieri                             |     3
 #guzellikatolyemiz                     |     3
 #handcrafted                           |     3
 #hashtag                               |     3
 #hayirlicumalar                        |     3
 #healthyfood                           |     3
 #healthylifestyle                      |     3
 #help                                  |     3
 #Hercai                                |     3
 #HERO                                  |     3
 #hiphop                                |     3
 #hope                                  |     3
 #humanity                              |     3
 #ilgiorno                              |     3
 #ingatpesanibu                         |     3
 #instadaily                            |     3
 #Instagram                             |     3
 #instantané                            |     3
 #isolamento                            |     3
 #italydidit                            |     3
 #izmirdeprem                           |     3
 #journalism                            |     3
 #KaizerChiefs                          |     3
 #karina                                |     3
 #karinabregulapietrucha                |     3
 #Kontaktbeschraenkungen                |     3
 #Konyaspor                             |     3
 #Korona                                |     3
 #KurtlarVadisi                         |     3
 #Lamorgese                             |     3
 #LaPaz                                 |     3
 #LeavingCert2021                       |     3
 #level5lockdown                        |     3
 #liberal                               |     3
 #liberalismisamentaldisorder           |     3
 #linhagem                              |     3
 #Live                                  |     3
 #makeup                                |     3
 #MamataBanerjee                        |     3
 #marr                                  |     3
 #maske                                 |     3
 #masks                                 |     3
 #maskup                                |     3
 #masques                               |     3
 #masterchefturkiye                     |     3
 #MasterFilm                            |     3
 #MasterPongal                          |     3
 #MedTwitter                            |     3
 #mexico                                |     3
 #Mexico                                |     3
 #México                                |     3
 #Miami                                 |     3
 #MiddleEast                            |     3
 #MilanJuve                             |     3
 #moinmeister                           |     3
 #moinmoin                              |     3
 #monaco                                |     3
 #motivation                            |     3
 #MrQueen                               |     3
 #mugeanli                              |     3
 #mutation                              |     3
 #MUTLUYILLAR                           |     3
 #name                                  |     3
 #neige                                 |     3
 #networking                            |     3
 #NETWORKMARKETING                      |     3
 #newcases                              |     3
 #newspaper                             |     3
 #NewsUpdate                            |     3
 #newyear                               |     3
 #NFL                                   |     3
 #NJWK15                                |     3
 #novocoronavirus                       |     3
 #Now                                   |     3
 #nrw                                   |     3
 #NZvsPAK                               |     3
 #OlivierVeran                          |     3
 #OMS                                   |     3
 #onlyfans                              |     3
 #Onyekuru                              |     3
 #openrp                                |     3
 #PagoscusunTuncSoyer                   |     3
 #pakistanredcrescent                   |     3
 #pandemi                               |     3
 #panggilanhotel                        |     3
 #pazartesi                             |     3
 #pcr                                   |     3
 #PedePraSairBolsonaro                  |     3
 #Peru                                  |     3
 #PfizerBioNTech                        |     3
 #photo                                 |     3
 #pol                                   |     3
 #police                                |     3
 #political                             |     3
 #politicalmemes                        |     3
 #politicians                           |     3
 #populism                              |     3
 #presidenttrump                        |     3
 #protecttheNHS                         |     3
 #radio                                 |     3
 #rahulgandhi                           |     3
 #rap                                   |     3
 #ravellinars                           |     3
 #REPAREBEM                             |     3
 #repost                                |     3
 #RepublicaDominicana                   |     3
 #republicans                           |     3
 #restricciones                         |     3
 #RJTV                                  |     3
 #rpsp                                  |     3
 #rt                                    |     3
 #sabahnamazi                           |     3
 #sanadistancia                         |     3
 #Schnee                                |     3
 #Schweiz                               |     3
 #science                               |     3
 #Segovia                               |     3
 #SelamatTahunBaru                      |     3
 #semáforoamarillo                      |     3
 #SemaforoRojo                          |     3
 #shopping                              |     3
 #SihirliAnnem                          |     3
 #skyrockdedicace                       |     3
 #smile                                 |     3
 #socialism                             |     3
 #socialismisamentaldisorder            |     3
 #soezcuegazetesi                       |     3
 #Spain                                 |     3
 #stimuluscheck                         |     3
 #stimuluschecks                        |     3
 #stockphotography                      |     3
 #SuperSpreaderEvent                    |     3
 #Switzerland                           |     3
(1000 rows)

